source1_entity_id	matched_entity_ids
S1-429137290	
S1-256480068	
S1-375348297	S2-513373521,S2-878335396,S3-813746768,S3-896637478
S1-415042128	S2-99702602
S1-410228098	S2-653535742,S3-177514304
S1-460033462	
S1-317952287	S2-571356614,S2-633235373,S3-61170162,S3-750604996
S1-615534064	
S1-616272752	S2-17052312,S2-22989764,S2-362913004,S3-562159677
S1-441322	S3-166613605,S3-988909444
S1-391141182	S2-427561137,S3-793165055,S3-914880632
S1-950174003	S3-154217304
S1-175633133	S2-671727056
S1-644411036	S2-675029411
S1-762958682	
S1-78424718	S2-730275779
S1-925057409	S3-718758308
S1-181609420	
S1-613244295	
S1-441593499	
S1-506720235	S2-135686430,S3-316797397
S1-735268637	
S1-67628861	S3-920316850
S1-951104915	
S1-867129763	
S1-211026051	
S1-650106134	S3-277596725,S3-305499278,S3-394392125
S1-110295930	S2-322611175,S2-691918408,S3-588468077,S3-836304825
S1-954886409	
S1-911365600	S2-991889008,S3-373275035
S1-796183067	S2-888830204,S3-937665118
S1-401074421	S3-881527814
S1-147057413	S2-833983859
S1-397900824	
S1-241872490	S3-64705364
S1-571376605	
S1-25587016	
S1-335752330	S3-431987719,S3-511997576
S1-339696594	
S1-277159753	
S1-652651286	S3-668878337
S1-931180841	S2-427600145,S2-579350712,S2-921234326,S3-596358958
S1-943874235	S3-202817589
S1-909532705	
S1-716346194	S2-382041291
S1-920710760	S2-557992817,S2-818401138
S1-735283511	
S1-541962667	
S1-158306158	S2-303088431,S2-44336026,S3-705738276
S1-330916229	S2-397381411
S1-124208550	
S1-476022166	
S1-491232871	
S1-307045007	S2-886782120
S1-862715502	
S1-663284662	S2-297826785,S2-606806730,S2-629509564,S2-631666497,S2-680926432,S2-71399915,S3-150716560,S3-277749048,S3-407747244,S3-900647479
S1-435735212	S2-110729732,S2-115877059,S2-118652651,S2-12255767,S2-122674202,S2-123712082,S2-12990970,S2-137680607,S2-144478678,S2-153634775,S2-163300574,S2-166908083,S2-168630732,S2-169785444,S2-176727752,S2-1855965,S2-202059255,S2-204658590,S2-223160672,S2-237175701,S2-239419171,S2-241875386,S2-243925776,S2-276555210,S2-291487966,S2-29965211,S2-303297844,S2-313141178,S2-332372466,S2-344256268,S2-347764016,S2-350965396,S2-356162534,S2-367437732,S2-376767947,S2-38824635,S2-393083058,S2-403822146,S2-408127655,S2-415837350,S2-45068453,S2-453955780,S2-454189493,S2-468626651,S2-469774659,S2-489985874,S2-507153149,S2-516908260,S2-528974779,S2-534409888,S2-537967891,S2-540406294,S2-552569312,S2-555428736,S2-556047485,S2-573667620,S2-598238164,S2-600586550,S2-61884971,S2-63425399,S2-673141842,S2-673352619,S2-673804395,S2-677729761,S2-686997885,S2-694934781,S2-705317103,S2-705372396,S2-710101346,S2-711356067,S2-727686784,S2-728250889,S2-73658022,S2-740369292,S2-750708101,S2-758732610,S2-76292567,S2-763127921,S2-76557340,S2-788488661,S2-792664545,S2-798797425,S2-814606467,S2-821519813,S2-8218553,S2-84590763,S2-856537663,S2-861942847,S2-883439184,S2-890991828,S2-900090328,S2-902683350,S2-905976535,S2-910251776,S2-928149896,S2-930633383,S2-941199205,S2-941914840,S2-946668022,S2-952667060,S2-957070508,S2-962368552,S2-973176816,S2-977289994,S3-103749339,S3-118315405,S3-124738187,S3-129422005,S3-135543948,S3-137386863,S3-154817703,S3-163948558,S3-176544391,S3-180545461,S3-18400521,S3-197588256,S3-218173756,S3-228347501,S3-232782598,S3-25710828,S3-267469466,S3-274558928,S3-282250932,S3-28535495,S3-304487730,S3-30453321,S3-304840365,S3-321391317,S3-32712144,S3-327260206,S3-337970716,S3-339698786,S3-34336227,S3-355753633,S3-359332927,S3-36214461,S3-371862979,S3-375260063,S3-377405460,S3-378466717,S3-380911621,S3-382822392,S3-394424579,S3-405542299,S3-415367456,S3-446469753,S3-446917820,S3-449938878,S3-45912779,S3-499035049,S3-516467531,S3-518795524,S3-531749176,S3-53208398,S3-533025731,S3-533462117,S3-55401016,S3-569292076,S3-571214677,S3-583930403,S3-587702042,S3-604248603,S3-612024776,S3-624408815,S3-630343256,S3-651395857,S3-673325103,S3-678224641,S3-678865907,S3-704668456,S3-714650365,S3-731837792,S3-731891424,S3-736363729,S3-741594548,S3-747662874,S3-762288307,S3-776842312,S3-777420673,S3-779313459,S3-798222499,S3-806812182,S3-810399678,S3-815692728,S3-816754039,S3-829600244,S3-852530387,S3-860230553,S3-885141986,S3-885529232,S3-900020291,S3-900720961,S3-908974012,S3-916736558,S3-940255576,S3-940531095,S3-951578141,S3-953098784,S3-964371705,S3-980976488,S3-984034410
S1-368357600	
S1-51590630	S2-125797282,S2-130488231,S2-146595750,S2-149578630,S2-17994363,S2-18729358,S2-191501303,S2-197911023,S2-214528382,S2-22450132,S2-270196713,S2-290687688,S2-294501175,S2-317940461,S2-368329979,S2-385717561,S2-387020502,S2-409127320,S2-416650759,S2-439589495,S2-450278740,S2-454499406,S2-486556096,S2-508903132,S2-517802759,S2-519477920,S2-524751384,S2-532924556,S2-545670157,S2-549694370,S2-555076636,S2-577061093,S2-582288878,S2-625603146,S2-627922369,S2-633131229,S2-653934902,S2-673050408,S2-677813132,S2-688077697,S2-713191012,S2-78671355,S2-804477874,S2-807289834,S2-80981739,S2-857896469,S2-880543184,S2-883153732,S2-886119397,S2-89967684,S2-903155414,S2-91784233,S2-922189897,S2-959032531,S2-962189557,S2-968670104,S2-983989009,S3-110999072,S3-117191012,S3-141554272,S3-158400980,S3-15847695,S3-159833444,S3-201867550,S3-223127675,S3-238853756,S3-252234851,S3-257767666,S3-283242908,S3-333314047,S3-357795872,S3-383921610,S3-433191878,S3-487643429,S3-488451727,S3-516069786,S3-525405836,S3-560890296,S3-583204710,S3-599997672,S3-612007833,S3-666028105,S3-682234371,S3-688383215,S3-701427518,S3-787341517,S3-800689733,S3-807021972,S3-816526855,S3-817410850,S3-821865133,S3-82220742,S3-845800695,S3-857169488,S3-860323143,S3-890527070,S3-925001628,S3-932054793,S3-935921330,S3-937560391,S3-942367985,S3-94484352,S3-955407164,S3-980199133,S3-984471429,S3-997625103
S1-51122580	
S1-730279779	
S1-357200984	S2-127368069,S2-140351939,S2-216453518,S2-247406861,S2-322520648,S2-324512254,S2-390238499,S2-405083591,S2-41760833,S2-44057800,S2-452822966,S2-489207545,S2-540790904,S2-546389715,S2-643104613,S2-644416913,S2-714383723,S2-734179274,S2-833089747,S2-851610592,S2-88834362,S2-948444481,S3-140164501,S3-169617114,S3-178105194,S3-196605408,S3-239305039,S3-240374686,S3-321987228,S3-376741957,S3-392014388,S3-452641640,S3-482908973,S3-519206803,S3-520391235,S3-522608084,S3-538346037,S3-554766931,S3-568993693,S3-587327690,S3-667273470,S3-683073404,S3-700734624,S3-723908632,S3-780696204,S3-802937701,S3-809186655,S3-859097553,S3-877832593,S3-908335107,S3-950700603,S3-99780108
S1-533049965	S2-187454773,S2-387555224,S2-417642068,S2-866935644,S3-329380353,S3-342598553,S3-582911222,S3-735629758,S3-752076312
S1-178488255	S3-918621932
S1-223283080	S2-92887439,S3-317746606,S3-957386441
S1-684205378	S2-154274907,S2-198804425,S2-209492204,S2-227836394,S2-251227143,S2-26342332,S2-277978801,S2-325195336,S2-364658348,S2-36700665,S2-370297613,S2-372784775,S2-380718527,S2-386680208,S2-402163688,S2-408792797,S2-451066479,S2-460433750,S2-461309274,S2-480606508,S2-515427742,S2-52524104,S2-526859176,S2-54301307,S2-583089820,S2-604409263,S2-62258802,S2-67508641,S2-678552503,S2-682129266,S2-688975890,S2-694156424,S2-724482353,S2-754665789,S2-772739615,S2-774324456,S2-80328940,S2-806415477,S2-832865931,S2-884211006,S2-89749113,S2-922575892,S2-928882489,S2-929279974,S2-947352579,S2-949521953,S2-966124746,S2-97011013,S2-97042415,S3-113383721,S3-153262435,S3-171989247,S3-203739392,S3-223608492,S3-225507465,S3-25548801,S3-272254623,S3-285383247,S3-29563872,S3-299564395,S3-30691070,S3-325343997,S3-329453869,S3-388533231,S3-397777470,S3-454094174,S3-498224811,S3-511099601,S3-516283932,S3-557518076,S3-562443251,S3-570815978,S3-598337889,S3-642778974,S3-647109830,S3-647899936,S3-66453559,S3-714666410,S3-719728327,S3-750374859,S3-751850837,S3-758904925,S3-769172902,S3-770230480,S3-772200481,S3-802002208,S3-812170588,S3-81611422,S3-860303365,S3-876800733,S3-87973491,S3-896732789,S3-905170745,S3-916534127,S3-918007478,S3-922601795,S3-93883708,S3-941744873,S3-9550921,S3-964275633,S3-969657075
S1-325106163	S2-533726626,S2-602011734,S2-781744771,S3-162400157,S3-560192302,S3-563824824,S3-816432399
S1-973414824	S2-821680638
S1-149302771	S2-117488243,S2-202340390,S2-247974778,S2-287614614,S2-351569750,S2-380516353,S2-394690825,S2-475093099,S2-477157161,S2-477602052,S2-560984302,S2-61092394,S2-625140736,S2-627385960,S2-630563734,S2-692113950,S2-70570747,S2-717321956,S2-731861090,S2-735514122,S2-74001912,S2-740654630,S2-762879802,S2-801432555,S2-824243677,S2-845423940,S2-913860095,S2-963784819,S2-975708498,S3-11027395,S3-129604330,S3-163268773,S3-187704564,S3-244809243,S3-340536341,S3-376447423,S3-413156016,S3-43423007,S3-438166650,S3-651618496,S3-700437355,S3-719756793,S3-722489802,S3-731509254,S3-739013391,S3-749475662,S3-767191861,S3-865192912,S3-872266627,S3-897084820,S3-946627669,S3-957850697,S3-998939439
S1-950101048	S2-225988559,S2-237371318,S2-334588199,S2-723810407,S3-121480643,S3-173961980,S3-179441368,S3-228983716,S3-456057472,S3-890648231,S3-93182012
S1-809295456	S2-785216351,S2-96494132,S3-744089426
S1-23124190	S2-161072691,S2-303643922,S2-533051743,S2-878102646,S3-471394492,S3-600435365
S1-234439628	
S1-524765559	S2-615552811,S2-669234630,S2-77247768,S2-823737214,S3-448763087,S3-585101586,S3-625664681,S3-663121660,S3-876073707,S3-877864801
S1-796310218	S2-323529204
S1-719801396	S3-337849449
S1-201376315	S3-569253194
S1-289717548	
S1-739118392	S2-298098437,S2-434835801,S2-455065344,S2-613029683,S2-791287656,S3-242785116,S3-577632403,S3-71409984
S1-996684915	S2-287995401
S1-898355913	
S1-563382731	S2-274483849
S1-264272517	S2-130394399,S2-15673901,S2-161107073,S2-164233222,S2-174478819,S2-178165811,S2-182271728,S2-194880356,S2-196024148,S2-231498213,S2-289193815,S2-350972775,S2-357133840,S2-441518391,S2-498909050,S2-567577729,S2-58090713,S2-586247751,S2-590156293,S2-634846945,S2-634966857,S2-671111925,S2-709070644,S2-719995587,S2-738883486,S2-781835651,S2-792286199,S2-858747526,S2-906162464,S2-914526277,S2-943376302,S2-96452473,S2-97883982,S3-123986815,S3-133180619,S3-136301599,S3-142265527,S3-158964809,S3-163450142,S3-218345976,S3-245612193,S3-247725118,S3-520299478,S3-543631470,S3-578457974,S3-623106281,S3-641432754,S3-652459226,S3-667460680,S3-681572870,S3-688339377,S3-745898178,S3-776232331,S3-77711383,S3-783031532,S3-813487499,S3-910924367,S3-911826069,S3-918743753,S3-950650725,S3-982118291,S3-984710564,S3-984720712,S3-989017160,S3-990440177,S3-994434177
S1-47921351	S2-202606419,S2-254039973,S2-636067798,S2-663751826,S3-74701804,S3-781898374
S1-961941107	S2-388595134,S3-311523038,S3-43266245,S3-894399249
S1-423126373	
S1-316932948	S3-697278806,S3-872470675
S1-216179293	S2-320174406,S2-958012514
S1-160840431	S3-124330465
S1-820630138	S2-121050097,S2-340775265,S2-446871441,S2-749611811,S2-911194067,S2-977436559,S3-264647313,S3-661227455
S1-878632015	S2-400265768
S1-795631320	S2-323134711,S2-47436666,S2-638776943,S3-380120555,S3-499386642,S3-637087855,S3-731514496,S3-79094823,S3-94125906
S1-381177686	S2-996281648
S1-354038358	S2-655175985
S1-337240153	
S1-975769032	
S1-891539767	
S1-212949733	
S1-384388496	S2-175579640,S2-467036560,S2-552701044,S3-400210754,S3-512959222,S3-579486181,S3-686565200,S3-693200053,S3-859340856
S1-212460801	
S1-722578559	
S1-422936323	
S1-645147697	S2-111037448,S2-131249648,S2-139721269,S2-166212958,S2-166629686,S2-173537861,S2-211858737,S2-21447609,S2-252232091,S2-275024099,S2-344853493,S2-39207752,S2-421334823,S2-422587497,S2-43966397,S2-460474546,S2-466082368,S2-503060972,S2-541317317,S2-596550907,S2-653681561,S2-654869228,S2-669866141,S2-687282843,S2-75468060,S2-757102457,S2-780637565,S2-791662246,S2-800975295,S2-842325635,S2-846483854,S2-918600529,S2-928189604,S2-951528999,S2-952433482,S2-95637232,S2-956768477,S3-150466992,S3-162284067,S3-16702027,S3-17264249,S3-204136739,S3-298995691,S3-319371498,S3-326515538,S3-343331632,S3-376681146,S3-377921923,S3-381282310,S3-385432178,S3-403449274,S3-443596954,S3-459087797,S3-480372399,S3-487950397,S3-489060795,S3-496267554,S3-575000087,S3-579435741,S3-579547752,S3-636889763,S3-649785962,S3-657553813,S3-729336543,S3-736364974,S3-77075443,S3-858109006,S3-861810089,S3-864351399,S3-878218550,S3-91102374,S3-92208228,S3-953200676,S3-984034609,S3-993661830,S3-994210587
S1-25965321	
S1-658336143	S2-255878709,S2-738297135,S3-217171993,S3-275349982,S3-302276965,S3-393226923,S3-724329632,S3-875003738,S3-985692613
S1-251311978	
S1-589634567	
S1-942301043	
S1-392902135	S2-725057305
S1-745300796	S2-945651270,S3-505333571
S1-869118709	S3-113883936,S3-165445281,S3-251876552,S3-539131480,S3-565256230,S3-699081750,S3-711198549,S3-827387734,S3-893519285
S1-219401270	S2-612091833,S2-969974780,S3-569970987
S1-471497067	S2-29630284,S3-801502464
S1-895337107	S2-474292343,S2-860983607
S1-735713081	S2-12828445,S2-211933450,S2-221778882,S2-246845701,S2-247104862,S2-284885477,S2-33649955,S2-339622394,S2-347491133,S2-348977691,S2-414856557,S2-431457964,S2-47617333,S2-523080954,S2-540225879,S2-66230695,S2-722021812,S2-774643395,S2-801135867,S2-814946019,S2-850805028,S2-890436299,S2-894296311,S2-900270682,S2-908744868,S2-991120051,S3-172985391,S3-198100619,S3-201911847,S3-232314695,S3-27991737,S3-280747207,S3-338121117,S3-385197321,S3-386931899,S3-451540394,S3-457437301,S3-46558981,S3-488623540,S3-512934911,S3-529210580,S3-533100497,S3-637102351,S3-673097398,S3-688038781,S3-697203461,S3-698755910,S3-709539678,S3-718431861,S3-744705944,S3-79047846,S3-794574245,S3-798974072,S3-804268716,S3-868195070,S3-875836908,S3-876519386,S3-896282989,S3-925387672,S3-937925909,S3-95141294,S3-952898520,S3-972522614
S1-30166617	S2-125249706,S2-149475544,S2-167726002,S2-183492220,S2-314378297,S2-326350025,S2-335045025,S2-349258809,S2-375578159,S2-431748509,S2-438671577,S2-470078024,S2-472191370,S2-48730724,S2-526609400,S2-575545095,S2-625418200,S2-629983932,S2-633483993,S2-659929607,S2-664954019,S2-685610575,S2-707226313,S2-760415243,S2-763190317,S2-905194059,S3-111966660,S3-373370954,S3-460574839,S3-646613542,S3-679519902,S3-734589131,S3-753689906,S3-784169953,S3-857272133,S3-872598062
S1-351491429	
S1-749745623	
S1-64966742	
S1-279736597	
S1-344557977	S2-643986948,S3-195008333,S3-378087561,S3-392016434,S3-548839190,S3-551244891,S3-655906431,S3-656237642,S3-850290559,S3-873090552
S1-104662239	S2-671277366,S3-384557386
S1-307708702	
S1-482286138	S2-154294901,S2-15737176,S2-166149138,S2-196465192,S2-217630505,S2-234680322,S2-246564167,S2-247929596,S2-249231822,S2-275175680,S2-31421582,S2-314327237,S2-316649258,S2-371023890,S2-38063531,S2-383611517,S2-403217805,S2-408667008,S2-439760508,S2-457000834,S2-466162416,S2-475623571,S2-506119384,S2-532328533,S2-554710478,S2-621353655,S2-63654592,S2-639631652,S2-67860325,S2-728309949,S2-756872336,S2-7717164,S2-790308484,S2-790834389,S2-815262418,S2-831866750,S2-848331154,S2-853981817,S2-870405932,S2-87747097,S2-884381118,S2-888770123,S2-891623808,S2-89227551,S2-910219235,S2-9515146,S2-968120604,S2-968629343,S2-981838092,S2-983750483,S3-135257499,S3-155212715,S3-159011631,S3-160887663,S3-203574995,S3-214582688,S3-2178358,S3-273350936,S3-277913655,S3-281639636,S3-299172130,S3-314048345,S3-318473583,S3-321180947,S3-333623866,S3-345389280,S3-368645283,S3-375386606,S3-414341151,S3-468918670,S3-472295641,S3-474091479,S3-480239411,S3-480643719,S3-493032575,S3-508378592,S3-572544321,S3-608409659,S3-633407925,S3-635412308,S3-665872183,S3-675812246,S3-679436103,S3-690453749,S3-691015605,S3-696320773,S3-702349106,S3-722446693,S3-726908417,S3-755609666,S3-75706988,S3-769177041,S3-835035546,S3-840492256,S3-862072574,S3-879022549,S3-879427963,S3-90522737,S3-913813499,S3-952867799,S3-986690108,S3-997196211
S1-122637196	S3-281041688
S1-821523654	S2-57797815,S3-354440631,S3-698107974
S1-184201555	
S1-470841570	S2-145498943,S2-165179127,S2-211124268,S2-226200204,S2-281394657,S2-336786863,S2-36702784,S2-385972091,S2-450779653,S2-470940051,S2-501670879,S2-531416958,S2-552359697,S2-579783280,S2-660124820,S2-704107686,S2-729392754,S2-760162375,S2-813382661,S2-834147263,S2-837479181,S2-841933804,S2-846219177,S2-873806890,S2-885783243,S2-900897961,S2-916210502,S2-92842411,S2-949030236,S2-957736490,S2-978341347,S3-103749291,S3-108440048,S3-136589326,S3-234109530,S3-417942609,S3-424929606,S3-452082819,S3-506848683,S3-636011286,S3-65628519,S3-723180815,S3-73582843,S3-746801071,S3-76241375,S3-83131584,S3-841601851,S3-859419464,S3-877284830,S3-908031690,S3-914291540,S3-921887878,S3-930113841
S1-166332747	S2-112834027,S3-10469096
S1-791107630	S2-359129222
S1-354336647	S3-261818217,S3-308829194
S1-360225492	
S1-570676783	
S1-109545202	
S1-728032080	S2-611123319,S2-732365
S1-985181624	S2-249618102,S3-41974938,S3-469892357
S1-407845038	S2-840401201,S3-798066980
S1-549370199	S3-296003757
S1-476132624	
S1-598823125	S2-116667635
S1-546751738	S2-598764122,S3-100935061,S3-325864628,S3-344162499,S3-504553622
S1-564193651	
S1-882796400	S3-166641712
S1-387747643	
S1-64915886	
S1-901695846	S2-652847423,S3-882683665
S1-657278286	S3-356956883
S1-863544866	
S1-355053030	S2-487451089
S1-943567301	S2-553768117
S1-549730361	S2-263452205
S1-596431100	
S1-521605108	S3-555217332
S1-289853373	S3-630977930,S3-928918305
S1-474310615	S2-781454844
S1-988797326	S2-586568906
S1-703703543	S2-172519905,S2-429640405,S2-516564443,S2-663953944,S2-727820272,S2-735060857,S3-584845445,S3-712670851
S1-280987053	
S1-126920508	
S1-271585788	S3-103238828,S3-140078446,S3-585371204,S3-669768287,S3-819027942
S1-204931911	S2-548528129
S1-178384024	
S1-856667356	S2-412382686,S2-51866763,S3-419162754
S1-732613749	
S1-380839864	S3-578207243
S1-486296456	S2-20557805,S2-409723934,S2-608916033,S2-610515265,S2-698828677,S2-89826353,S2-961788249,S3-126685529,S3-277022192,S3-357997223,S3-549742695,S3-640547855,S3-642749445,S3-653102922,S3-671154452,S3-804909925,S3-926123773,S3-989137318
S1-852026470	
S1-895409233	S3-298761601,S3-889603737
S1-797931932	
S1-584499457	S2-146821565,S2-874733630,S2-916728644,S3-371026412
S1-298019640	
S1-92668465	
S1-562441786	
S1-560649724	S3-809713474
S1-834788095	S2-593323701,S2-684963422,S3-240214198,S3-351807453,S3-46124179,S3-672023857
S1-589719894	
S1-772116613	S3-58638600,S3-8599518
S1-966027321	
S1-577969980	
S1-673553033	S2-692695952
S1-206477802	S2-167740487,S2-177633689,S2-193816682,S2-225453166,S2-272447791,S2-291001964,S2-307431430,S2-325193418,S2-370042452,S2-428125967,S2-448057487,S2-495882888,S2-573716390,S2-57814785,S2-591242326,S2-606892213,S2-613025245,S2-640149709,S2-65976889,S2-665433225,S2-680079890,S2-696608497,S2-75288350,S2-832536065,S2-875753902,S3-12423998,S3-136913036,S3-15019855,S3-181924072,S3-267819158,S3-275980210,S3-311494548,S3-375834740,S3-444104166,S3-501223425,S3-503855204,S3-633974839,S3-690659234,S3-727196167,S3-755915459,S3-813525854,S3-832142775,S3-904508177,S3-923946950,S3-955093948,S3-962728787
S1-298646564	
S1-777555607	S2-21561607,S3-654691971
S1-388246740	
S1-379154805	
S1-947431711	
S1-737368602	
S1-706591875	S2-270660528,S2-367024560,S2-427851446,S2-428104088,S2-481836981,S2-533932078,S2-55200708,S2-587434293,S2-690664755,S2-828484060,S2-944970690,S2-967580220,S3-141855844,S3-196868098,S3-337014747,S3-425453417,S3-610235323,S3-655157492,S3-684056333,S3-692059593,S3-796134566,S3-926502556,S3-969480833,S3-983632162
S1-365672071	S2-322656717,S2-388533868,S2-503896052,S3-22783953,S3-483137654,S3-513886996,S3-550877854,S3-635156144,S3-982587409
S1-603318865	
S1-630839433	S2-103662082,S2-163390855,S2-173297798,S2-23480006,S2-286866018,S2-325863757,S2-34041315,S2-375815170,S2-378306108,S2-392401674,S2-466585870,S2-479395550,S2-51018484,S2-512635996,S2-535586818,S2-541550457,S2-678293592,S2-696962942,S2-724199665,S2-727802513,S2-758570424,S2-771366171,S2-838879057,S2-840968823,S2-853411823,S2-867291534,S2-879731929,S3-103741021,S3-135892633,S3-176148957,S3-215242310,S3-247841815,S3-309316892,S3-33845713,S3-362729497,S3-46989825,S3-511739598,S3-52713609,S3-613895974,S3-655792310,S3-667495476,S3-695413040,S3-797137753,S3-923159827,S3-931771800,S3-955694794,S3-958687040
S1-721254668	S2-16117438,S2-285696750,S2-445698817,S2-815671993,S3-555254585
S1-676187388	
S1-537121104	S2-413909358
S1-299628100	S2-341329247,S3-353492641,S3-535281913,S3-573613633
S1-995742594	S3-425865971
S1-392214139	
S1-952136084	
S1-582600323	S2-89473500
S1-967514668	S2-866210142
S1-157183174	
S1-836401682	S2-722574469,S3-107666801,S3-666213288
S1-412010600	
S1-552549808	
S1-226564818	S2-105189386,S2-148507318,S2-269504250,S2-818027615,S3-185905619,S3-293681670,S3-555601554,S3-762325573,S3-862214545
S1-473606105	S2-134636826,S2-205785971
S1-55790876	S3-914174073
S1-442205824	S3-445740418,S3-868273179
S1-567672228	
S1-858093716	
S1-817125131	S2-219945806,S2-247625161,S2-252516737,S2-43365699,S2-836676952,S3-278907714,S3-721969068,S3-77989692,S3-864109145
S1-168226168	
S1-927776130	S2-126161639,S2-130858763,S2-134535034,S2-161196897,S2-193713485,S2-205216054,S2-24203895,S2-289571668,S2-313794619,S2-358774751,S2-383379177,S2-400778500,S2-409801554,S2-443596363,S2-452230944,S2-483954918,S2-518989515,S2-526721813,S2-542890506,S2-550486802,S2-573232508,S2-63421326,S2-63558388,S2-64380407,S2-651322786,S2-66723075,S2-71107463,S2-741195779,S2-760508529,S2-764491016,S2-807605252,S2-854190512,S2-864351687,S2-870932013,S2-878091980,S2-927194061,S2-928316528,S2-960056400,S2-965263913,S2-981739062,S2-988247056,S2-990546911,S3-10792669,S3-186264838,S3-192451213,S3-219783155,S3-254198202,S3-282218667,S3-339438222,S3-350256603,S3-379145456,S3-399754646,S3-440813070,S3-454276499,S3-466461906,S3-510267812,S3-534981846,S3-571620004,S3-59129392,S3-658498506,S3-680892343,S3-68865318,S3-71950228,S3-721310365,S3-755024539,S3-759647449,S3-760750329,S3-820220814,S3-868933151,S3-872945216,S3-880396530,S3-908020217,S3-985383380
S1-597401517	S2-145068651,S2-16915235,S2-222462655,S2-233211351,S2-240144918,S2-250625820,S2-253775395,S2-288805701,S2-304254573,S2-308523879,S2-323180178,S2-331362344,S2-344592407,S2-379860831,S2-382304613,S2-384398489,S2-419221327,S2-420786987,S2-427593037,S2-471112301,S2-472385262,S2-479587528,S2-485204513,S2-485981392,S2-492871014,S2-50260258,S2-503125028,S2-527150649,S2-550483239,S2-566586377,S2-584280312,S2-604267242,S2-611442371,S2-621462076,S2-632220338,S2-723746929,S2-737385043,S2-771802170,S2-773043673,S2-789873251,S2-801643827,S2-805339760,S2-809014051,S2-813595224,S2-847533102,S2-897535910,S2-903825369,S2-929056571,S2-947352203,S2-996810236,S3-100159815,S3-109174264,S3-116919472,S3-117601566,S3-127212627,S3-148852506,S3-224593749,S3-234705188,S3-240454602,S3-257385409,S3-270158927,S3-280540151,S3-302314949,S3-312318438,S3-321660736,S3-334767206,S3-356802814,S3-357279226,S3-381353517,S3-408489442,S3-454916217,S3-514249726,S3-535437084,S3-603322464,S3-61281111,S3-626063803,S3-667182840,S3-667344082,S3-671745459,S3-70630640,S3-708006767,S3-738121127,S3-745166419,S3-747689449,S3-75296325,S3-783599411,S3-79402419,S3-796850277,S3-80303709,S3-828351818,S3-837608519,S3-84030621,S3-84863347,S3-861053096,S3-872378192,S3-875466082,S3-925903043,S3-969569805,S3-976741114,S3-99281590,S3-998381338,S3-999298513
S1-30151590	S3-44857853
S1-175016539	S3-945617531
S1-585509512	S2-538653194,S2-684395360,S2-735052227,S2-913718499,S3-174556081,S3-468678281,S3-485539881,S3-573682742,S3-669146326,S3-873640830
S1-898630961	S2-335020083,S2-470549011,S3-765654161
S1-580432162	
S1-88817160	
S1-227354877	
S1-553712807	S2-251768146,S2-373121652,S2-434953381,S2-460213908,S2-465463530,S2-478387152,S2-531310407,S2-570169225,S2-575693375,S2-717218721,S2-824103087,S2-82546088,S2-921763725,S2-940864473,S2-952326902,S2-974301903,S2-978261815,S3-181759216,S3-188333303,S3-221519757,S3-236517960,S3-301379608,S3-336563017,S3-348401328,S3-424522318,S3-430923913,S3-677291808,S3-763146430,S3-888210673,S3-924818290,S3-936106911,S3-946440237
S1-388700492	S3-108383766,S3-176284416,S3-370914621,S3-60484204,S3-973725729
S1-238511000	
S1-626922669	
S1-428709431	S3-126775728,S3-880141264
S1-299742816	S2-271080754,S2-483383299,S3-361546513
S1-383350674	S3-722750247,S3-790590093
S1-909955989	S2-253207160,S2-937218420
S1-216798062	
S1-772468356	S2-8732076
S1-908800416	
S1-27002930	
S1-615389185	S2-485635480
S1-674323954	
S1-404818756	
S1-85210897	S3-18063738
S1-625041866	
S1-784078088	
S1-661173194	
S1-21376915	S3-224539911
S1-857915278	
S1-535787043	S3-912760069
S1-582702190	
S1-72252837	S2-719856198
S1-557729317	
S1-44450013	S2-627178121,S3-770660226
S1-244210172	S3-136782833,S3-483481639
S1-545839168	
S1-829420372	S2-134546341,S2-161262004,S2-16177327,S2-216259215,S2-331372011,S2-415310282,S2-437513513,S2-455864767,S2-487322240,S2-514575049,S2-549461956,S2-584145134,S2-631004337,S2-65421265,S2-658446584,S2-68865263,S2-753856164,S2-771723157,S2-83148773,S2-861691769,S2-894417104,S2-941892387,S2-961898276,S2-999379281,S3-163684336,S3-173626125,S3-188976678,S3-190937259,S3-215205039,S3-222504906,S3-226397542,S3-23783028,S3-241087677,S3-247266943,S3-259753450,S3-272393621,S3-298470126,S3-34004441,S3-389622914,S3-480297088,S3-495753054,S3-499038435,S3-504901846,S3-521638195,S3-529610633,S3-555351662,S3-633561543,S3-642886582,S3-659791338,S3-697706086,S3-699422268,S3-701747740,S3-723565727,S3-747801644,S3-75018226,S3-854250476,S3-865449857,S3-872135991,S3-920117731,S3-931809299,S3-936386019,S3-940351232,S3-969134239
S1-424170762	S2-976364398
S1-859740925	S2-903711285
S1-285660164	
S1-722435697	S2-719078995
S1-28205922	S2-550669661
S1-829987371	
S1-385338713	S2-11854776,S2-418282990,S2-736972122,S3-41527791
S1-271520763	
S1-702535028	
S1-864658047	
S1-701003373	S3-250616781
